id|id|name|url
135|135|oiFeQ|http://dbpedia.org/ontology/oiFeQ
136|136|mkwSiTF|http://dbpedia.org/ontology/mkwSiTF
137|137|UhKzT|http://dbpedia.org/ontology/UhKzT
138|138|Wd|http://dbpedia.org/ontology/Wd
139|139|igWfW|http://dbpedia.org/ontology/igWfW
140|140|GIX|http://dbpedia.org/ontology/GIX
141|141|NdhjP|http://dbpedia.org/ontology/NdhjP
142|142|HJcC|http://dbpedia.org/ontology/HJcC
143|143|VW|http://dbpedia.org/ontology/VW
144|144|HW|http://dbpedia.org/ontology/HW
145|145|DUYzC|http://dbpedia.org/ontology/DUYzC
146|146|yJ|http://dbpedia.org/ontology/yJ
147|147|JQMh|http://dbpedia.org/ontology/JQMh
148|148|ZKNkCHsL|http://dbpedia.org/ontology/ZKNkCHsL
149|149|WCgtBor|http://dbpedia.org/ontology/WCgtBor
150|150|TLVuqaU|http://dbpedia.org/ontology/TLVuqaU
151|151|deP|http://dbpedia.org/ontology/deP
152|152|LY|http://dbpedia.org/ontology/LY
153|153|xl|http://dbpedia.org/ontology/xl
154|154|bUvn|http://dbpedia.org/ontology/bUvn
155|155|SRon|http://dbpedia.org/ontology/SRon
156|156|ceT|http://dbpedia.org/ontology/ceT
157|157|RoRHqO|http://dbpedia.org/ontology/RoRHqO
158|158|Tsy|http://dbpedia.org/ontology/Tsy
159|159|fWcEkf|http://dbpedia.org/ontology/fWcEkf
