id|id|name|url
38|38|Singapore|http://dbpedia.org/resource/Singapore
39|39|Wales|http://dbpedia.org/resource/Wales
40|40|Brazil|http://dbpedia.org/resource/Brazil
41|41|Brazil|http://dbpedia.org/resource/Brazil
42|42|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
43|43|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
44|44|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
45|45|Rwanda|http://dbpedia.org/resource/Rwanda
46|46|Rwanda|http://dbpedia.org/resource/Rwanda
47|47|Scotland|http://dbpedia.org/resource/Scotland
48|48|Singapore|http://dbpedia.org/resource/Singapore
49|49|Brazil|http://dbpedia.org/resource/Brazil
50|50|Wales|http://dbpedia.org/resource/Wales
51|51|Uruguay|http://dbpedia.org/resource/Uruguay
52|52|Rwanda|http://dbpedia.org/resource/Rwanda
53|53|Rwanda|http://dbpedia.org/resource/Rwanda
54|54|Wales|http://dbpedia.org/resource/Wales
55|55|Singapore|http://dbpedia.org/resource/Singapore
56|56|Rwanda|http://dbpedia.org/resource/Rwanda
57|57|Uruguay|http://dbpedia.org/resource/Uruguay
58|58|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
59|59|Brazil|http://dbpedia.org/resource/Brazil
60|60|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
61|61|Uruguay|http://dbpedia.org/resource/Uruguay
62|62|Scotland|http://dbpedia.org/resource/Scotland
63|63|Scotland|http://dbpedia.org/resource/Scotland
64|64|Wales|http://dbpedia.org/resource/Wales
65|65|Wales|http://dbpedia.org/resource/Wales
66|66|Brazil|http://dbpedia.org/resource/Brazil
67|67|Rwanda|http://dbpedia.org/resource/Rwanda
68|68|Wales|http://dbpedia.org/resource/Wales
69|69|Wales|http://dbpedia.org/resource/Wales
70|70|Brazil|http://dbpedia.org/resource/Brazil
71|71|Rwanda|http://dbpedia.org/resource/Rwanda
72|72|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
73|73|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
74|74|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
75|75|Wales|http://dbpedia.org/resource/Wales
76|76|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
77|77|Scotland|http://dbpedia.org/resource/Scotland
78|78|Singapore|http://dbpedia.org/resource/Singapore
79|79|Singapore|http://dbpedia.org/resource/Singapore
80|80|Singapore|http://dbpedia.org/resource/Singapore
81|81|Singapore|http://dbpedia.org/resource/Singapore
82|82|Singapore|http://dbpedia.org/resource/Singapore
83|83|Uruguay|http://dbpedia.org/resource/Uruguay
84|84|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
85|85|Uruguay|http://dbpedia.org/resource/Uruguay
86|86|Singapore|http://dbpedia.org/resource/Singapore
87|87|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
88|88|Singapore|http://dbpedia.org/resource/Singapore
89|89|Singapore|http://dbpedia.org/resource/Singapore
90|90|Rwanda|http://dbpedia.org/resource/Rwanda
91|91|Scotland|http://dbpedia.org/resource/Scotland
92|92|Rwanda|http://dbpedia.org/resource/Rwanda
93|93|Uruguay|http://dbpedia.org/resource/Uruguay
94|94|Uruguay|http://dbpedia.org/resource/Uruguay
95|95|Singapore|http://dbpedia.org/resource/Singapore
96|96|Wales|http://dbpedia.org/resource/Wales
97|97|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
98|98|Uruguay|http://dbpedia.org/resource/Uruguay
99|99|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
100|100|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
101|101|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
102|102|Wales|http://dbpedia.org/resource/Wales
103|103|Brazil|http://dbpedia.org/resource/Brazil
104|104|Singapore|http://dbpedia.org/resource/Singapore
105|105|Wales|http://dbpedia.org/resource/Wales
106|106|Scotland|http://dbpedia.org/resource/Scotland
107|107|Scotland|http://dbpedia.org/resource/Scotland
108|108|Scotland|http://dbpedia.org/resource/Scotland
109|109|Republic_of_Macedonia|http://dbpedia.org/resource/Republic_of_Macedonia
110|110|Brazil|http://dbpedia.org/resource/Brazil
